epoch,train_time,train_loss,val_loss
0,2596.9087557792664,0.005628533684182912,0.0027873971476219594
1,1697.0231366157532,0.002901500444393605,0.002756386864930391
2,1697.2989010810852,0.002866625260561705,0.0032732265768572687
3,1690.1857161521912,0.0028290045922622084,0.002657907218672335
4,1663.5736017227173,0.00280299691692926,0.0026383776171132922
5,1671.0073864459991,0.002780937422765419,0.0027715926291421054
6,1694.0714089870453,0.002766618699999526,0.002931969482451677
7,1729.9298963546753,0.0027400926239788534,0.002811809405684471
8,1715.4639587402344,0.0027347370160277933,0.003126094997860491
9,1695.0136194229126,0.002718410874018446,0.0026163978478871285
10,1679.6850628852844,0.002681208823109046,0.003312475378625095
11,1697.851009607315,0.0026866606085095552,0.0025791284115985035
12,1691.5478172302246,0.002674601225182414,0.0026417630398645996
13,1689.0025045871735,0.002671078084036708,0.0025118543626740574
14,1688.1697812080383,0.0026497104368172586,0.0026398027990944682
15,1689.4612827301025,0.002636456014588475,0.00267917612567544
16,1651.5037150382996,0.002621219504857436,0.0027604598179459573
17,1655.837325334549,0.0026190135795623065,0.00244894128292799
18,1644.6583786010742,0.0026005844748578965,0.0027548761479556563
19,1659.9488008022308,0.002608162782387808,0.0027208122820593416
20,1657.6878788471222,0.002587756128050387,0.002572628885973245
21,1672.0168735980988,0.002567646354436874,0.002467134245671332
22,1651.3002846240997,0.0025712509274017064,0.0025438549462705852
23,1666.493050813675,0.002563156043877825,0.0025747859617695212
24,1683.6178929805756,0.0025469276753719897,0.0027394206216558815
25,1646.249951839447,0.0025553356476593764,0.002509935626294464
26,1655.660095691681,0.002558995031286031,0.002591993249952793
27,1675.8484201431274,0.002540990388020873,0.0024148113280534744
28,1674.9899652004242,0.002531968571711332,0.0027047911775298417
29,1695.4090416431427,0.002528791572432965,0.002493281334172934
30,1665.1093757152557,0.002528157214866951,0.0024149964237585664
31,1652.301732301712,0.0025132109122350814,0.002412710743956268
32,1668.935047864914,0.0025128431932535025,0.0025630577211268246
33,1664.134978055954,0.0025161031712777914,0.002493640857283026
34,1721.3994810581207,0.0025050487683620304,0.0024258786835707723
35,1802.065672636032,0.0024992117411457002,0.002445157063193619
36,1829.861848115921,0.0024914624043740332,0.002388774009887129
37,1838.9359216690063,0.0024964743827003985,0.002534344329033047
38,1842.8211529254913,0.002481870068004355,0.002678358305711299
39,1886.7227494716644,0.0024912419612519443,0.0024157168436795473
40,1855.8580915927887,0.002483603752218187,0.002481009243056178
41,1897.7405066490173,0.0024774966067634525,0.0024990605912171304
42,1863.7891280651093,0.002482269547879696,0.002343476943206042
43,1871.0087106227875,0.002483375175157562,0.0023603239399380984
44,1884.1491765975952,0.0024676479576155545,0.002421405299101025
45,1905.074979543686,0.0024665829264558852,0.0023898874479345977
46,1907.7797894477844,0.0024557552721817047,0.002535930189769715
47,1915.487821817398,0.0024591551120392977,0.002400653464719653
48,1793.3701014518738,0.0024567758264020085,0.0024282101611606778
49,1627.3621459007263,0.002462215338367969,0.0023788872570730747
50,1604.9742443561554,0.002449501950293779,0.0025712759722955527
51,1605.9094800949097,0.002459426970919594,0.002453695696312934
52,1661.9032418727875,0.0024429079799447207,0.002343567416537553
53,1627.4634187221527,0.0024492585002444684,0.0023614494292996824
54,1631.221691608429,0.0024405572121031583,0.0026230608834885063
55,1627.0805320739746,0.0024341473591048273,0.0024210970476269723
56,1638.574172258377,0.0024398004214745013,0.002381762028671801
57,1649.5973165035248,0.002434590972959995,0.0023335331538692117
58,1626.7049350738525,0.00244054747140035,0.0024577198689803483
59,1670.085667848587,0.002431032829452306,0.002393681399989873
60,1636.7154700756073,0.0024278325375635176,0.0024089272040873767
61,1598.6408784389496,0.002424337717471644,0.0023838022025302052
62,1643.3176066875458,0.002431161693064496,0.0023022284312173725
63,1619.5644481182098,0.0024165658769197762,0.0024303290946409107
64,1597.7254257202148,0.0024245422440581023,0.0023849960789084435
65,1595.3451898097992,0.0024194378091488035,0.0023506217077374457
66,1581.498244524002,0.0024149348912760617,0.00236821707803756
67,1581.7897856235504,0.002412918153218925,0.0023223617300391197
68,1597.306401014328,0.0024134284590836613,0.0024650692380964755
69,1580.495602607727,0.0024053154576104134,0.002514676561113447
70,1576.095888376236,0.0024120399456005544,0.002327218179125339
71,1582.6392176151276,0.002406349344411865,0.0023041454399935902
72,1601.351417541504,0.002399626882513985,0.0022905934997834265
73,1595.034503698349,0.0024058292221743613,0.0022865197411738336
74,1644.0053253173828,0.002399596421280876,0.002293102899566293
75,1595.1553754806519,0.0023928056727163492,0.0023427836038172247
76,1592.578191280365,0.002399919654475525,0.002397205294109881
77,1569.6703689098358,0.0024018744614440948,0.002513712430372834
78,1578.918038368225,0.002397721493849531,0.0023360128956846893
79,1600.5736811161041,0.0023839099779725077,0.0023009463329799473
80,1606.6518297195435,0.002384084989083931,0.00236371316248551
81,1565.6611971855164,0.0023918528626672925,0.002296147404704243
82,1585.272224187851,0.002384778015781194,0.0023395041772164404
83,1566.0245289802551,0.0023897041219752284,0.002337787977885455
84,1594.4489133358002,0.0023807753976434467,0.002371554635465145
85,1723.1345164775848,0.0023848814577795566,0.0024583548959344627
86,1616.4877579212189,0.002370541466632858,0.0023144441889598965
87,1602.3356094360352,0.0023788964613340796,0.0023267815564759074
88,1593.3586428165436,0.002379578422755003,0.002340321918018162
89,1565.6935095787048,0.002389003173680976,0.002539307619445026
90,1580.1089057922363,0.0023773936161305756,0.0023791460040956734
91,1659.4769525527954,0.0023747144800145177,0.002282062049489468
92,1721.080484867096,0.002374619184760377,0.0023271298804320396
93,1803.6042914390564,0.0023769904738292096,0.0023880122392438354
94,1705.4331786632538,0.002375561588443816,0.0023090563784353437
95,1716.8386690616608,0.0023654761363286524,0.0023032632796093824
96,1716.3852393627167,0.002361456002108753,0.0022995045804418625
97,1724.8316416740417,0.0023692933046258985,0.0025282382732257245
98,1722.794235944748,0.002377100975718349,0.002312138481065631
99,1718.3983018398285,0.002360384480794892,0.002292608607094735
100,1717.5781347751617,0.002363519005710259,0.0024755274155177174
101,1727.6190903186798,0.002363672744249925,0.002287261800374836
